id,review_id,category_id,rating_value,created_at
104,254,1,4.2,2025-06-17T10:19:08.335352
105,255,1,4.2,2025-06-17T10:19:08.335354
106,251,2,4.4,2025-06-17T10:19:08.335479
107,252,2,4.4,2025-06-17T10:19:08.335481
108,253,2,4.4,2025-06-17T10:19:08.335484
109,254,2,4.4,2025-06-17T10:19:08.335486
110,255,2,4.4,2025-06-17T10:19:08.335489
111,251,4,4.4,2025-06-17T10:19:08.335615
112,252,4,4.4,2025-06-17T10:19:08.335620
113,253,4,4.4,2025-06-17T10:19:08.335622
114,254,4,4.4,2025-06-17T10:19:08.335632
115,255,4,4.4,2025-06-17T10:19:08.335634
116,251,5,4.3,2025-06-17T10:19:08.335744
117,252,5,4.3,2025-06-17T10:19:08.335746
118,253,5,4.3,2025-06-17T10:19:08.335748
119,254,5,4.3,2025-06-17T10:19:08.335750
120,255,5,4.3,2025-06-17T10:19:08.335752
121,301,1,4.3,2025-06-17T10:19:08.335883
122,302,1,4.3,2025-06-17T10:19:08.335885
123,303,1,4.3,2025-06-17T10:19:08.335887
124,304,1,4.3,2025-06-17T10:19:08.335889
125,305,1,4.3,2025-06-17T10:19:08.335892
126,301,2,4.5,2025-06-17T10:19:08.336001
127,302,2,4.5,2025-06-17T10:19:08.336004
128,303,2,4.5,2025-06-17T10:19:08.336006
129,304,2,4.5,2025-06-17T10:19:08.336008
130,305,2,4.5,2025-06-17T10:19:08.336010
131,301,4,4.5,2025-06-17T10:19:08.336120
132,302,4,4.5,2025-06-17T10:19:08.336123
133,303,4,4.5,2025-06-17T10:19:08.336130
134,304,4,4.5,2025-06-17T10:19:08.336138
135,305,4,4.5,2025-06-17T10:19:08.336140
136,301,5,4.4,2025-06-17T10:19:08.336250
137,302,5,4.4,2025-06-17T10:19:08.336252
138,303,5,4.4,2025-06-17T10:19:08.336257
139,304,5,4.4,2025-06-17T10:19:08.336260
140,305,5,4.4,2025-06-17T10:19:08.336262
141,351,1,4.2,2025-06-17T10:19:08.336380
142,352,1,4.2,2025-06-17T10:19:08.336382
143,353,1,4.2,2025-06-17T10:19:08.336384
144,354,1,4.2,2025-06-17T10:19:08.336386
145,355,1,4.2,2025-06-17T10:19:08.336388
146,351,2,4.3,2025-06-17T10:19:08.336505
147,352,2,4.3,2025-06-17T10:19:08.336508
148,353,2,4.3,2025-06-17T10:19:08.336510
149,354,2,4.3,2025-06-17T10:19:08.336512
150,355,2,4.3,2025-06-17T10:19:08.336514
151,351,4,4.4,2025-06-17T10:19:08.336624
152,352,4,4.4,2025-06-17T10:19:08.336627
153,353,4,4.4,2025-06-17T10:19:08.336629
154,354,4,4.4,2025-06-17T10:19:08.336631
155,355,4,4.4,2025-06-17T10:19:08.336633
156,351,5,4.4,2025-06-17T10:19:08.336744
157,352,5,4.4,2025-06-17T10:19:08.336751
158,353,5,4.4,2025-06-17T10:19:08.336753
159,354,5,4.4,2025-06-17T10:19:08.336755
160,355,5,4.4,2025-06-17T10:19:08.336758
161,401,1,4.1,2025-06-17T10:19:08.336869
162,402,1,4.1,2025-06-17T10:19:08.336871
163,403,1,4.1,2025-06-17T10:19:08.336873
164,404,1,4.1,2025-06-17T10:19:08.336875
165,405,1,4.1,2025-06-17T10:19:08.336877
166,401,2,4.2,2025-06-17T10:19:08.336987
167,402,2,4.2,2025-06-17T10:19:08.336989
168,403,2,4.2,2025-06-17T10:19:08.336992
169,404,2,4.2,2025-06-17T10:19:08.336994
170,405,2,4.2,2025-06-17T10:19:08.336996
171,401,4,4.3,2025-06-17T10:19:08.337114
172,402,4,4.3,2025-06-17T10:19:08.337116
173,403,4,4.3,2025-06-17T10:19:08.337118
174,404,4,4.3,2025-06-17T10:19:08.337121
175,405,4,4.3,2025-06-17T10:19:08.337123
176,401,5,4.3,2025-06-17T10:19:08.337233
177,402,5,4.3,2025-06-17T10:19:08.337235
178,403,5,4.3,2025-06-17T10:19:08.337237
179,404,5,4.3,2025-06-17T10:19:08.337239
180,405,5,4.3,2025-06-17T10:19:08.337241
181,451,1,4.4,2025-06-17T10:19:08.337365
182,452,1,4.4,2025-06-17T10:19:08.337367
183,453,1,4.4,2025-06-17T10:19:08.337369
184,454,1,4.4,2025-06-17T10:19:08.337371
185,455,1,4.4,2025-06-17T10:19:08.337374
186,451,2,4.6,2025-06-17T10:19:08.337483
187,452,2,4.6,2025-06-17T10:19:08.337486
188,453,2,4.6,2025-06-17T10:19:08.337488
189,454,2,4.6,2025-06-17T10:19:08.337490
190,455,2,4.6,2025-06-17T10:19:08.337492
191,451,4,4.6,2025-06-17T10:19:08.337601
192,452,4,4.6,2025-06-17T10:19:08.337604
193,453,4,4.6,2025-06-17T10:19:08.337606
194,454,4,4.6,2025-06-17T10:19:08.337608
195,455,4,4.6,2025-06-17T10:19:08.337610
196,451,5,4.4,2025-06-17T10:19:08.337722
197,452,5,4.4,2025-06-17T10:19:08.337728
198,453,5,4.4,2025-06-17T10:19:08.337730
199,454,5,4.4,2025-06-17T10:19:08.337739
200,455,5,4.4,2025-06-17T10:19:08.337741
201,501,1,4.2,2025-06-17T10:19:08.337866
202,502,1,4.2,2025-06-17T10:19:08.337869
203,503,1,4.2,2025-06-17T10:19:08.337871
204,504,1,4.2,2025-06-17T10:19:08.337873
205,505,1,4.2,2025-06-17T10:19:08.337875
206,501,2,4.4,2025-06-17T10:19:08.337985
207,502,2,4.4,2025-06-17T10:19:08.337987
208,503,2,4.4,2025-06-17T10:19:08.337989
209,504,2,4.4,2025-06-17T10:19:08.337991
210,505,2,4.4,2025-06-17T10:19:08.337993
211,501,4,4.5,2025-06-17T10:19:08.338103
212,502,4,4.5,2025-06-17T10:19:08.338105
213,503,4,4.5,2025-06-17T10:19:08.338107
214,504,4,4.5,2025-06-17T10:19:08.338109
215,505,4,4.5,2025-06-17T10:19:08.338111
216,501,5,4.4,2025-06-17T10:19:08.338221
217,502,5,4.4,2025-06-17T10:19:08.338223
218,503,5,4.4,2025-06-17T10:19:08.338226
219,504,5,4.4,2025-06-17T10:19:08.338228
220,505,5,4.4,2025-06-17T10:19:08.338230
221,551,1,4.3,2025-06-17T10:19:08.338340
222,552,1,4.3,2025-06-17T10:19:08.338343
223,553,1,4.3,2025-06-17T10:19:08.338347
224,554,1,4.3,2025-06-17T10:19:08.338350
225,555,1,4.3,2025-06-17T10:19:08.338352
226,551,2,4.5,2025-06-17T10:19:08.338462
227,552,2,4.5,2025-06-17T10:19:08.338464
228,553,2,4.5,2025-06-17T10:19:08.338467
229,554,2,4.5,2025-06-17T10:19:08.338469
230,555,2,4.5,2025-06-17T10:19:08.338472
231,551,4,4.6,2025-06-17T10:19:08.338582
232,552,4,4.6,2025-06-17T10:19:08.338584
233,553,4,4.6,2025-06-17T10:19:08.338586
234,554,4,4.6,2025-06-17T10:19:08.338590
235,555,4,4.6,2025-06-17T10:19:08.338592
236,551,5,4.6,2025-06-17T10:19:08.338702
237,552,5,4.6,2025-06-17T10:19:08.338704
238,553,5,4.6,2025-06-17T10:19:08.338720
239,554,5,4.6,2025-06-17T10:19:08.338722
240,555,5,4.6,2025-06-17T10:19:08.338724
241,601,1,4.5,2025-06-17T10:19:08.338847
242,602,1,4.5,2025-06-17T10:19:08.338849
243,603,1,4.5,2025-06-17T10:19:08.338851
244,604,1,4.5,2025-06-17T10:19:08.338853
245,605,1,4.5,2025-06-17T10:19:08.338855
246,601,2,4.6,2025-06-17T10:19:08.338973
247,602,2,4.6,2025-06-17T10:19:08.338975
248,603,2,4.6,2025-06-17T10:19:08.338977
249,604,2,4.6,2025-06-17T10:19:08.338980
250,605,2,4.6,2025-06-17T10:19:08.338982
251,601,4,4.6,2025-06-17T10:19:08.339099
252,602,4,4.6,2025-06-17T10:19:08.339101
253,603,4,4.6,2025-06-17T10:19:08.339103
254,604,4,4.6,2025-06-17T10:19:08.339105
255,605,4,4.6,2025-06-17T10:19:08.339107
256,601,5,4.2,2025-06-17T10:19:08.339225
257,602,5,4.2,2025-06-17T10:19:08.339227
258,603,5,4.2,2025-06-17T10:19:08.339232
259,604,5,4.2,2025-06-17T10:19:08.339234
260,605,5,4.2,2025-06-17T10:19:08.339236
261,651,1,4.4,2025-06-17T10:19:08.339347
262,652,1,4.4,2025-06-17T10:19:08.339349
263,653,1,4.4,2025-06-17T10:19:08.339352
264,654,1,4.4,2025-06-17T10:19:08.339354
265,655,1,4.4,2025-06-17T10:19:08.339356
266,651,2,4.6,2025-06-17T10:19:08.339465
267,652,2,4.6,2025-06-17T10:19:08.339468
268,653,2,4.6,2025-06-17T10:19:08.339475
269,654,2,4.6,2025-06-17T10:19:08.339477
270,655,2,4.6,2025-06-17T10:19:08.339480
271,651,4,4.6,2025-06-17T10:19:08.339589
272,652,4,4.6,2025-06-17T10:19:08.339592
273,653,4,4.6,2025-06-17T10:19:08.339599
274,654,4,4.6,2025-06-17T10:19:08.339602
275,655,4,4.6,2025-06-17T10:19:08.339604
276,651,5,4.6,2025-06-17T10:19:08.339714
277,652,5,4.6,2025-06-17T10:19:08.339716
278,653,5,4.6,2025-06-17T10:19:08.339718
279,654,5,4.6,2025-06-17T10:19:08.339720
280,655,5,4.6,2025-06-17T10:19:08.339723
281,701,1,4.6,2025-06-17T10:19:08.339843
282,702,1,4.6,2025-06-17T10:19:08.339846
283,703,1,4.6,2025-06-17T10:19:08.339848
284,704,1,4.6,2025-06-17T10:19:08.339850
285,705,1,4.6,2025-06-17T10:19:08.339852
286,701,2,4.8,2025-06-17T10:19:08.339962
287,702,2,4.8,2025-06-17T10:19:08.339965
288,703,2,4.8,2025-06-17T10:19:08.339967
289,704,2,4.8,2025-06-17T10:19:08.339969
290,705,2,4.8,2025-06-17T10:19:08.339971
291,701,4,4.8,2025-06-17T10:19:08.340081
292,702,4,4.8,2025-06-17T10:19:08.340083
293,703,4,4.8,2025-06-17T10:19:08.340085
294,704,4,4.8,2025-06-17T10:19:08.340088
295,705,4,4.8,2025-06-17T10:19:08.340090
296,701,5,4.6,2025-06-17T10:19:08.340199
297,702,5,4.6,2025-06-17T10:19:08.340202
298,703,5,4.6,2025-06-17T10:19:08.340204
299,704,5,4.6,2025-06-17T10:19:08.340206
300,705,5,4.6,2025-06-17T10:19:08.340208
301,751,1,4.6,2025-06-17T10:19:08.340326
302,752,1,4.6,2025-06-17T10:19:08.340329
303,753,1,4.6,2025-06-17T10:19:08.340331
304,754,1,4.6,2025-06-17T10:19:08.340339
305,755,1,4.6,2025-06-17T10:19:08.340344
306,751,2,4.7,2025-06-17T10:19:08.340459
307,752,2,4.7,2025-06-17T10:19:08.340468
308,753,2,4.7,2025-06-17T10:19:08.340470
309,754,2,4.7,2025-06-17T10:19:08.340472
310,755,2,4.7,2025-06-17T10:19:08.340475
311,751,4,4.7,2025-06-17T10:19:08.340590
312,752,4,4.7,2025-06-17T10:19:08.340592
313,753,4,4.7,2025-06-17T10:19:08.340594
314,754,4,4.7,2025-06-17T10:19:08.340597
315,755,4,4.7,2025-06-17T10:19:08.340599
316,751,5,4.6,2025-06-17T10:19:08.340715
317,752,5,4.6,2025-06-17T10:19:08.340717
318,753,5,4.6,2025-06-17T10:19:08.340719
319,754,5,4.6,2025-06-17T10:19:08.340722
320,755,5,4.6,2025-06-17T10:19:08.340726
321,801,1,4.4,2025-06-17T10:19:08.340837
322,802,1,4.4,2025-06-17T10:19:08.340839
323,803,1,4.4,2025-06-17T10:19:08.340842
324,804,1,4.4,2025-06-17T10:19:08.340844
325,805,1,4.4,2025-06-17T10:19:08.340847
326,801,2,4.5,2025-06-17T10:19:08.340956
327,802,2,4.5,2025-06-17T10:19:08.340958
328,803,2,4.5,2025-06-17T10:19:08.340960
329,804,2,4.5,2025-06-17T10:19:08.340962
330,805,2,4.5,2025-06-17T10:19:08.340965
331,801,4,4.5,2025-06-17T10:19:08.341075
332,802,4,4.5,2025-06-17T10:19:08.341078
333,803,4,4.5,2025-06-17T10:19:08.341080
334,804,4,4.5,2025-06-17T10:19:08.341085
335,805,4,4.5,2025-06-17T10:19:08.341087
336,801,5,4.6,2025-06-17T10:19:08.341196
337,802,5,4.6,2025-06-17T10:19:08.341199
338,803,5,4.6,2025-06-17T10:19:08.341201
339,804,5,4.6,2025-06-17T10:19:08.341209
340,805,5,4.6,2025-06-17T10:19:08.341211
341,851,1,4.3,2025-06-17T10:19:08.341321
342,852,1,4.3,2025-06-17T10:19:08.341323
343,853,1,4.3,2025-06-17T10:19:08.341325
344,854,1,4.3,2025-06-17T10:19:08.341328
345,855,1,4.3,2025-06-17T10:19:08.341330
346,851,2,4.4,2025-06-17T10:19:08.341447
347,852,2,4.4,2025-06-17T10:19:08.341449
348,853,2,4.4,2025-06-17T10:19:08.341451
349,854,2,4.4,2025-06-17T10:19:08.341453
350,855,2,4.4,2025-06-17T10:19:08.341455
351,851,4,4.4,2025-06-17T10:19:08.341565
352,852,4,4.4,2025-06-17T10:19:08.341568
353,853,4,4.4,2025-06-17T10:19:08.341570
354,854,4,4.4,2025-06-17T10:19:08.341572
355,855,4,4.4,2025-06-17T10:19:08.341580
356,851,5,4.5,2025-06-17T10:19:08.341695
357,852,5,4.5,2025-06-17T10:19:08.341698
358,853,5,4.5,2025-06-17T10:19:08.341700
359,854,5,4.5,2025-06-17T10:19:08.341702
360,855,5,4.5,2025-06-17T10:19:08.341704
361,901,1,4.2,2025-06-17T10:19:08.341815
362,902,1,4.2,2025-06-17T10:19:08.341817
363,903,1,4.2,2025-06-17T10:19:08.341819
364,904,1,4.2,2025-06-17T10:19:08.341828
365,905,1,4.2,2025-06-17T10:19:08.341830
366,901,2,4.4,2025-06-17T10:19:08.341943
367,902,2,4.4,2025-06-17T10:19:08.341945
368,903,2,4.4,2025-06-17T10:19:08.341947
369,904,2,4.4,2025-06-17T10:19:08.341949
370,905,2,4.4,2025-06-17T10:19:08.341951
371,901,4,4.4,2025-06-17T10:19:08.342061
372,902,4,4.4,2025-06-17T10:19:08.342064
373,903,4,4.4,2025-06-17T10:19:08.342066
374,904,4,4.4,2025-06-17T10:19:08.342068
375,905,4,4.4,2025-06-17T10:19:08.342070
376,901,5,4.4,2025-06-17T10:19:08.342183
377,902,5,4.4,2025-06-17T10:19:08.342185
378,903,5,4.4,2025-06-17T10:19:08.342187
379,904,5,4.4,2025-06-17T10:19:08.342190
380,905,5,4.4,2025-06-17T10:19:08.342192
381,951,1,3.9,2025-06-17T10:19:08.342318
382,952,1,3.9,2025-06-17T10:19:08.342320
383,953,1,3.9,2025-06-17T10:19:08.342322
384,954,1,3.9,2025-06-17T10:19:08.342324
385,955,1,3.9,2025-06-17T10:19:08.342327
386,951,2,4.1,2025-06-17T10:19:08.342438
387,952,2,4.1,2025-06-17T10:19:08.342452
388,953,2,4.1,2025-06-17T10:19:08.342454
389,954,2,4.1,2025-06-17T10:19:08.342456
390,955,2,4.1,2025-06-17T10:19:08.342459
391,951,4,4.2,2025-06-17T10:19:08.342568
392,952,4,4.2,2025-06-17T10:19:08.342570
393,953,4,4.2,2025-06-17T10:19:08.342572
394,954,4,4.2,2025-06-17T10:19:08.342574
395,955,4,4.2,2025-06-17T10:19:08.342577
396,951,5,4.4,2025-06-17T10:19:08.342693
397,952,5,4.4,2025-06-17T10:19:08.342695
398,953,5,4.4,2025-06-17T10:19:08.342702
399,954,5,4.4,2025-06-17T10:19:08.342705
400,955,5,4.4,2025-06-17T10:19:08.342707
401,1001,1,4.2,2025-06-17T10:19:08.342825
402,1002,1,4.2,2025-06-17T10:19:08.342827
403,1003,1,4.2,2025-06-17T10:19:08.342829
404,1004,1,4.2,2025-06-17T10:19:08.342831
405,1005,1,4.2,2025-06-17T10:19:08.342833
406,1001,2,4.3,2025-06-17T10:19:08.342951
407,1002,2,4.3,2025-06-17T10:19:08.342953
408,1003,2,4.3,2025-06-17T10:19:08.342955
409,1004,2,4.3,2025-06-17T10:19:08.342957
410,1005,2,4.3,2025-06-17T10:19:08.342960
411,1001,4,4.4,2025-06-17T10:19:08.343090
412,1002,4,4.4,2025-06-17T10:19:08.343093
413,1003,4,4.4,2025-06-17T10:19:08.343095
414,1004,4,4.4,2025-06-17T10:19:08.343097
415,1005,4,4.4,2025-06-17T10:19:08.343099
416,1001,5,4.3,2025-06-17T10:19:08.343209
417,1002,5,4.3,2025-06-17T10:19:08.343211
418,1003,5,4.3,2025-06-17T10:19:08.343214
419,1004,5,4.3,2025-06-17T10:19:08.343216
420,1005,5,4.3,2025-06-17T10:19:08.343218
421,1051,1,4.1,2025-06-17T10:19:08.343330
422,1052,1,4.1,2025-06-17T10:19:08.343332
423,1053,1,4.1,2025-06-17T10:19:08.343337
424,1054,1,4.1,2025-06-17T10:19:08.343339
425,1055,1,4.1,2025-06-17T10:19:08.343341
426,1051,2,4.3,2025-06-17T10:19:08.343461
427,1052,2,4.3,2025-06-17T10:19:08.343464
428,1053,2,4.3,2025-06-17T10:19:08.343466
429,1054,2,4.3,2025-06-17T10:19:08.343468
430,1055,2,4.3,2025-06-17T10:19:08.343470
431,1051,4,4.3,2025-06-17T10:19:08.343580
432,1052,4,4.3,2025-06-17T10:19:08.343583
433,1053,4,4.3,2025-06-17T10:19:08.343585
434,1054,4,4.3,2025-06-17T10:19:08.343587
435,1055,4,4.3,2025-06-17T10:19:08.343589
436,1051,5,4.6,2025-06-17T10:19:08.343705
437,1052,5,4.6,2025-06-17T10:19:08.343708
438,1053,5,4.6,2025-06-17T10:19:08.343710
439,1054,5,4.6,2025-06-17T10:19:08.343717
440,1055,5,4.6,2025-06-17T10:19:08.343720
441,1101,1,4.5,2025-06-17T10:19:08.343839
442,1102,1,4.5,2025-06-17T10:19:08.343841
443,1103,1,4.5,2025-06-17T10:19:08.343843
444,1104,1,4.5,2025-06-17T10:19:08.343845
445,1105,1,4.5,2025-06-17T10:19:08.343847
446,1101,2,4.6,2025-06-17T10:19:08.343965
447,1102,2,4.6,2025-06-17T10:19:08.343967
448,1103,2,4.6,2025-06-17T10:19:08.343969
449,1104,2,4.6,2025-06-17T10:19:08.343971
450,1105,2,4.6,2025-06-17T10:19:08.343973
451,1101,4,4.6,2025-06-17T10:19:08.344083
452,1102,4,4.6,2025-06-17T10:19:08.344086
453,1103,4,4.6,2025-06-17T10:19:08.344088
454,1104,4,4.6,2025-06-17T10:19:08.344090
455,1105,4,4.6,2025-06-17T10:19:08.344092
456,1101,5,4.6,2025-06-17T10:19:08.344203
457,1102,5,4.6,2025-06-17T10:19:08.344205
458,1103,5,4.6,2025-06-17T10:19:08.344208
459,1104,5,4.6,2025-06-17T10:19:08.344210
460,1105,5,4.6,2025-06-17T10:19:08.344212
461,1151,1,4.3,2025-06-17T10:19:08.344324
462,1152,1,4.3,2025-06-17T10:19:08.344326
463,1153,1,4.3,2025-06-17T10:19:08.344328
464,1154,1,4.3,2025-06-17T10:19:08.344331
465,1155,1,4.3,2025-06-17T10:19:08.344333
466,1151,2,4.3,2025-06-17T10:19:08.344443
467,1152,2,4.3,2025-06-17T10:19:08.344446
468,1153,2,4.3,2025-06-17T10:19:08.344448
469,1154,2,4.3,2025-06-17T10:19:08.344450
470,1155,2,4.3,2025-06-17T10:19:08.344452
471,1151,4,4.3,2025-06-17T10:19:08.344563
472,1152,4,4.3,2025-06-17T10:19:08.344565
473,1153,4,4.3,2025-06-17T10:19:08.344567
474,1154,4,4.3,2025-06-17T10:19:08.344569
475,1155,4,4.3,2025-06-17T10:19:08.344571
476,1151,5,4.4,2025-06-17T10:19:08.344681
477,1152,5,4.4,2025-06-17T10:19:08.344684
478,1153,5,4.4,2025-06-17T10:19:08.344686
479,1154,5,4.4,2025-06-17T10:19:08.344688
480,1155,5,4.4,2025-06-17T10:19:08.344690
481,1201,1,4.3,2025-06-17T10:19:08.344805
482,1202,1,4.3,2025-06-17T10:19:08.344808
483,1203,1,4.3,2025-06-17T10:19:08.344810
484,1204,1,4.3,2025-06-17T10:19:08.344812
485,1205,1,4.3,2025-06-17T10:19:08.344814
486,1201,2,4.4,2025-06-17T10:19:08.344925
487,1202,2,4.4,2025-06-17T10:19:08.344928
488,1203,2,4.4,2025-06-17T10:19:08.344930
489,1204,2,4.4,2025-06-17T10:19:08.344933
490,1205,2,4.4,2025-06-17T10:19:08.344935
491,1201,4,4.4,2025-06-17T10:19:08.345045
492,1202,4,4.4,2025-06-17T10:19:08.345047
493,1203,4,4.4,2025-06-17T10:19:08.345049
494,1204,4,4.4,2025-06-17T10:19:08.345051
495,1205,4,4.4,2025-06-17T10:19:08.345053
496,1201,5,4.5,2025-06-17T10:19:08.345176
497,1202,5,4.5,2025-06-17T10:19:08.345179
498,1203,5,4.5,2025-06-17T10:19:08.345185
499,1204,5,4.5,2025-06-17T10:19:08.345187
500,1205,5,4.5,2025-06-17T10:19:08.345189
501,1251,1,4.2,2025-06-17T10:19:08.345299
502,1252,1,4.2,2025-06-17T10:19:08.345302
503,1253,1,4.2,2025-06-17T10:19:08.345308
504,1254,1,4.2,2025-06-17T10:19:08.345310
505,1255,1,4.2,2025-06-17T10:19:08.345312
506,1251,2,4.4,2025-06-17T10:19:08.345422
507,1252,2,4.4,2025-06-17T10:19:08.345424
508,1253,2,4.4,2025-06-17T10:19:08.345426
509,1254,2,4.4,2025-06-17T10:19:08.345428
510,1255,2,4.4,2025-06-17T10:19:08.345430
511,1251,4,4.4,2025-06-17T10:19:08.345540
512,1252,4,4.4,2025-06-17T10:19:08.345543
513,1253,4,4.4,2025-06-17T10:19:08.345545
514,1254,4,4.4,2025-06-17T10:19:08.345547
515,1255,4,4.4,2025-06-17T10:19:08.345549
516,1251,5,4.3,2025-06-17T10:19:08.345666
517,1252,5,4.3,2025-06-17T10:19:08.345668
518,1253,5,4.3,2025-06-17T10:19:08.345671
519,1254,5,4.3,2025-06-17T10:19:08.345678
520,1255,5,4.3,2025-06-17T10:19:08.345680
521,1301,1,4.5,2025-06-17T10:19:08.345804
522,1302,1,4.5,2025-06-17T10:19:08.345807
523,1303,1,4.5,2025-06-17T10:19:08.345809
524,1304,1,4.5,2025-06-17T10:19:08.345811
525,1305,1,4.5,2025-06-17T10:19:08.345813
526,1301,2,4.6,2025-06-17T10:19:08.345927
527,1302,2,4.6,2025-06-17T10:19:08.345930
528,1303,2,4.6,2025-06-17T10:19:08.345932
529,1304,2,4.6,2025-06-17T10:19:08.345934
530,1305,2,4.6,2025-06-17T10:19:08.345936
531,1301,4,4.6,2025-06-17T10:19:08.346045
